split,source,gn,es
train,abc,"omoñepyrûva protesta osêva kuña manóre Sabryna Breuer, ha hetaiterei kuña omanóva iñirû pópe ko ary 2017.","La iniciativa de la protesta surgió a raíz del feminicidio de Sabryna Breuer, y de la ola de muertes de mujeres en manos de hombres que marcó dolorosamente el 2017."
train,abc,Ombosako'i ko aty guasu Sabryna Breuer angirûnguéra.,Fue organizada por las amigas de Sabryna Breuer.
train,abc,Péicha ko'ã instituciones educativas ko tendágua ha umi elenco de teatro orekóva taaguasu oguahëva público ypakaraiense.,"Además, las instituciones educativas de la zona y elencos de teatro de otras ciudades cautivaron al público ypacaraiense."
train,abc,Festival del Lago Ypakaraí ha'e orekóva 30 día.,El Festival del Lago Ypacaraí es el único que tiene una duración de 30 días.
train,abc,"Jepiguáicha fiesta folclórica ypakaraiense oime viernes orekóva inauguración Feria Artesanal ha Festival local jerokýpe, Centro de Eventos Comuna 19:00 aravo guvie.","La tradicional fiesta folclórica ypacaraiense continúa el viernes con la inauguración de la Feria Artesanal y el Festival local de danzas, en el Centro de Eventos de la Comuna desde las 19:00."
train,abc,Entrada libre ha gratuita.,Las entradas son libres y gratuitas.
train,abc,Candidata a diputada he'i osorteátaha isueldo,Candidata a diputada promete sortear su sueldo
train,abc,"Candidata a diputada Ayesa Frutos, peteî video rupive, oikuave'ê pe 50% isueldo oikérõ umi eventual elector-kuéra ndive.","La candidata a diputada Ayesa Frutos, a través de un video, ofrece compartir el 50% de su salario de legisladora con sus eventuales electores."
train,abc,¿Mba'e he'i Código Electoral ko'ã mba'e rehe?,¿Qué dice el Código Electoral al respecto?
train,abc,"Ko material audiovisual, candidata oikeséva Cámara de Diputados-pe, movimiento ciudadano “Unámonos” (Lista 60), Ayesa Frutos, he'i 50% omombytéta salario ohupytývagui ""umi ovotáva ha ojegueroviáva hese ndive”.","En el material audiovisual, la candidata a ocupar un cargo en la Cámara de Diputados, por el movimiento ciudadano “Unámonos” (Lista 60), Ayesa Frutos, promete que compartirá el 50% de su salario ""con todos los que voten y confíen en mí”."
train,abc,Ojerúre ko kuñataî porã umi oiporavotáva ichupe 22 jasyrundy mboyve oike haguã “sorteo káda mes isueldo” oikérõ.,"Acto seguido, la exmodelo insta a sus potenciales electores a registrarse antes del 22 de abril para participar “del sorteo de este sueldo mes a mes”."
train,abc,"Oipota, pe oîva “interesado” omondo ichupe héra, número de cédula ha teléfono, péva icuenta redes sociales.","En ese sentido, pide que el “interesado” le envíe su nombre, número de cédula y de teléfono, a través de sus cuentas en las redes sociales."
train,abc,"“mbojopóita ojegueroviáha che rehe, che salario amombytéta nendive”, he'i.","“Voy a premiar tu confianza en mí, voy a compartir contigo mi salario”, insiste."
train,abc,"Mokõi Ary Ka'irãime Jepénte, Art. 321 Código Electoral omopyenda -ko'ã mba'e mbytépe- umi ""ojokóva ko'ã documento de identidad ko'ã electores jeporavo guasu arape ojopýva vóto peteî gotyo, oikuave'êvo ha oentregávo efectiva dádiva ýrõ recompensa, ohupytýta upe pena 1 a 2 ary penitenciaría-pe, kóva multa equivalente péva trescientos jornales mínimos"".","Sin embargo, el Art. 321 del Código Electoral establece -entre otras cosas- que ""quienes retuvieren los documentos de identidad de los electores el día de las elecciones o exigieren el voto en un sentido determinado, mediante el ofrecimiento o entrega efectiva de dádivas o recompensas, sufrirán la pena de uno a dos años de penitenciaría, más una multa equivalente a trescientos jornales mínimos""."
train,abc,Oje'e avei Artículo 314 orekóva marco normativo electoral he'íva ko'ã “ delito electoral ndaha'éiha excarcelable”.,Cabe advertir igualmente que el Artículo 314 del mismo marco normativo electoral estatuye que “los delitos electorales no son excarcelables”.
train,abc,Oguerosapukái Lucho Zacarías-pe,Abuchean a Lucho Zacarías
train,abc,"Discurso ojapóva exgobernador Alto Paraná, Lucho Zacarías oñepyrüvo Campeonato Nacional de Fútbol de Salón, oñemokirirî oguerosapukáigui chupe ha maymávape he'i oîha pokarê ko departamento-pe.","El discurso del exgobernador de Alto Paraná Lucho Zacarías en la apertura del Campeonato Nacional de Fútbol de Salón fue silenciado por el abucheo de toda la concurrencia, que expresó su hartazgo de la corrupción en el departamento."
train,abc,"Henyhête polideportivo tavaguasu Presidente Franco oñeme'ëhápe apertura competencia deportiva miércoles pyhare, ome'ëvo bienvenida umi delegaciones oimehápe exjefe departamental, Lucho Zacarías Irún.","Con un lleno total en el polideportivo de la ciudad de Presidente Franco, se dio apertura a la competencia deportiva en la noche del miércoles."
train,abc,Oñepyrûmi rire abucheo ojeipyso estadio rehe ha omoapañuãi discurso inaugural ndojeguerohorýigui político colorado.,"A poco de iniciar su alocución, el abucheo se extendió por todo el estadio al punto de que opacó el discurso inaugural del cuestionado político colorado."
train,abc,"Oturuñe'ê ha osapukái “bandido”, “corrupto”, “fuera”, ha maymáva oïva upe tendápe oikuaauka ndoguerohorýiha ichupe ha oñandúma clan Zacarías tavaygua oñeko'õ hesekuéra.","Con silbidos y gritos de “bandido”, “corrupto”, “fuera”, entre otros, los presentes hicieron saber su repudio al clan Zacarías."
train,abc,Hi'onestidad rehe ha ou chupe heta mba'eporã,Su honestidad genera frutos
train,abc,Municipalidad ome'ë jopói ramo peteî ascenso ha salario karai otypeivape teko porã orekóva rehe,"La Municipalidad local premió con un ascenso y un mejor salario al barrendero municipal que la mañana del miércoles encontró una billetera con dinero y la devolvió a su propietario, en la playa San José."
train,abc,"Péicha Diómedes ohupyty avei peteî terreno de regalo Hohenau-pe ha kuñakarai Aurora López, ombyasy ha omomba'e funcionario municipal teko johéipyre.","El regalo vino por parte de la señora Aurora López, quien se mostró conmovida por la acción del funcionario municipal."
train,abc,Oñemoañetéma ministro de Salud pyahu,Confirma a ministro de Salud
train,abc,"Presidente electo Mario Abdo Benítez oikuauka ko lunes pyhare que su ministro de Salud será el doctor Julio Mazzoleni, pohanohára ha iñangirûete, he'i hikuái"".","El presidente electo Mario Abdo Benítez anunció en la noche de este lunes que su ministro de Salud será el doctor Julio Mazzoleni, quien integró el equipo de asesores del mandatario electo."
train,abc,"Omoherakuã programa periodista Mina Feliciangeli, ohenóigui ichupe ha omoañete ko noticia.","El anuncio se hizo durante el programa de la periodista Mina Feliciangeli, a través de un contacto telefónico en el que Abdo confirmó la noticia."
train,abc,"Oñemoherakuã oikóvo ikatúha ha'e omyakã cartera sanitaria pohanohára Julio Mazzoleni (46), oîva kuri plantel técnico Mario Abdo Benítez-pe omoirûva.","Desde hace varios días, el nombre que más sonaba para el cargo de titular de la cartera sanitaria era el del doctor Julio Mazzoleni (46), quien de hecho ya venía formando parte del plantel técnico del presidente electo Mario Abdo Benítez."
train,abc,"Umi oikuaáva Movimiento Colorado Añetetégua, he'i Mazzoleni ndorekói tiempo afiliación ANR-pe ha'egui oficial activo FF.AA-pe.","Según referentes del Movimiento Colorado Añetete, Mazzoleni no tiene mucho tiempo de afiliación a la ANR porque era oficial activo de las FF.AA."
train,abc,"Ko ""falta de antigüedad"" ndoguerohorýipái umi dirigente políticos omoañete mboyve kuri.",Esta “falta de antigüedad” era uno de los cuestionamientos de los dirigentes políticos antes de esta confirmación.
train,abc,Metrobús: Umi frentista oguata Fernando de la Mora gotyo hikuái,Metrobús: Frentistas marcharon en Fernando de la Mora
train,abc,Frentista-kuéra oñembyaty ojerurévo indemnización umi perjuicio omomýiva obra Metrobús oguatá ko pyhare oñemyatyrõ haguã ruta Mcal Estigarribia.,Un grupo de frentistas que exigen el pago de indemnizaciones por los perjuicios generados por las obras del Metrobús marcharon esta noche reclamando las condiciones calamitosas en que se encuentra la ruta Mcal Estigarribia en la zona.
train,abc,"Pyhare 20:00 aravo jave umi vecino obra Metrobus-guakuéra oguata hikuái avenida Mariscal Estigarribia tape hû rehe, péva Calle Última guive Zavala Cue peve, ojerurévo MOPC mburuvichakuérape tomyatyrõ ko avenida oïva prácticamente intransitable.","Desde las 20:00 aproximadamente un grupo de vecinos afectados por las obras del Metrobus marcharon sobre la avenida Mariscal Estigarribia desde Calle Última hasta Zavala Cue, exigiendo a las autoridades del MOPC reparar la avenida que actualmente se encuentra prácticamente intransitable."
train,abc,"He'i hikuái umi mbayrumÿi oñandu rueda oikutúva ha Policía Nacional ha ndikatúi oguahë pya'e hendápe kuéra ojejerure ramo auxilio zona sur gotyo, upépe oime sede policial lado Norte gotyo ha ndikatúi ohasa tape pe muro de cemento orekógui ha noñemohu'ãiva tembiapo, he'i corresponsal Antonia Delvalle.","Refieren que cada día hay varios vehículos que sufren por lo menos pinchazo de sus ruedas y que la Policía Nacional no puede acudir con la rapidez necesaria cuando hay pedido auxilio hacia la zona sur, ya que la sede policial se encuentra del lado Norte y no puede cruzar la ruta por el muro de cemento que quedó como secuela de las obras inconclusas, informó la corresponsal de la zona, Antonia Delvalle."
train,abc,Efraín ombotove cuartel,Efraín dice no a los cuarteles
train,abc,"“ Mitãrusu ndohomo'ãi cuartel-pe ohóta universidad-pe”, he'i Efraín peteî discurso de cierre de campaña, ojapóva Club 2 de febrero Capiatá, haimete 10.000 asistente rovái.","“A los jóvenes paraguayos los vamos a llevar ala universidad, no a los cuarteles”, dijo Efraín durante su discurso de cierre de campaña, realizado en el Club 2 de febrero de Capiatá, ante unos 10.000 asistentes."
train,abc,"Omombarete iñe'êsyry oñeha'ãva ojehecha ichupeoiga seguridad oganátaha, ko candidato a presidente Alianza Ganar, Efraín Alegre,omokyre'ÿ discurso ojapóvo cierre de campaña oeme'êva servicio umi cuartel mitã pyahúpe omombaretése educación universitaria ¡Ni un paso atrás!”, he'i ñe'{embaretépe presidenciable.","Con un discurso en el que intentó en todo momento reflejar seguridad en su victoria, el candidato a presidente de la Alianza Ganar, Efraín Alegre, enfatizó en su discurso de cierre de campaña que dirá no a los cuarteles para los jóvenes, sino que en lugar de eso, reforzará la educación universitaria de los mismos."
train,abc,Obra teatral tema social ko ára Itauguápe,Obras con temática social suben a escena hoy en Itauguá
train,abc,Temimbo'e Escuela Municipal de Teatro tavaguasúpe oikuaauka ka'aru mokõi obra teatral orekóva trama social.,Los alumnos de la Escuela Municipal de Teatro de esta ciudad presentan esta noche dos obras teatrales con tramas sociales.
train,abc,Okê techapyrã omotenonde crecimiento género ko tavaguasúpe.,Las puestas son ejemplos del crecimiento del género en esta localidad.
train,abc,"""Oîva'erã oñeme'êva"", ohaíva Celina Leguizamón ha ""Ángeles"" Mary Delgado, propuesta oñepresentáva pyhare 20:00 aravo jave salón Municipal ""Don Genaro Rodríguez"" tavaguasu Itauguá.","""Alguien tiene que ceder"", escrita por Celina Leguizamón y ""Ángeles"" de Mary Delgado, son las propuestas que se presentarán esta noche desde las 20:00 en el salón Municipal ""Don Genaro Rodríguez"" de la ciudad de Itauguá."
train,abc,"Péicha avei ñoha'anga, exposición fotográfica ikatúta ojehecha ko municipio Itauguápe.","Además de interpretaciones, una exposición fotográfica podrá ser apreciada frente a las instalaciones del municipio."
train,abc,Oaprova ojedevéva 30 ary peve,Aprueban deuda por 30 años
train,abc,Cámara Baja omonéî nota reversal ohupíva Entidad Binacional Yacyretá (EBY) peteî millonaria deuda oipytyvõ'ÿre Argentina favor rehe.,La Cámara Baja aceptó la nota reversal por la cual cargan sobre la Entidad Binacional Yacyretá (EBY) una millonaria deuda sin respaldo a favor de Argentina.
train,abc,Péicha oipytyvõ ofinancia Aña Cua omonéî pago territorio inundado Paraguay-pe.,Además para financiar Aña Cua se aceptó postergar el pago por territorio inundado a Paraguay.
train,abc,"Sesión ko miércoles diputado omonéîva modificación Anexo C, omopyendáva umi servicio electricidad Yasyretã, péicha Anexo A o estatuto entidad binacional.","En la sesión de este miércoles los diputados aprobaron la cuestionada modificación del Anexo C, bases financieras y de prestación de los servicios de electricidad de Yacyretá, así como del Anexo A o estatuto de la entidad binacional."
train,abc,"Upéicha, omoañete deuda US$ 4.084 millones Yasyretã Argentina, oiméva ndaipóri documentaciones fiable péva deuda.","Con ello, se reconoce la deuda de US$ 4.084 millones de Yacyretá con Argentina, siendo que no existen documentaciones fiables sobre dicha deuda."
